,iupac,smiles,expt,calc,xyz
529,prop-2-en-1-ol,C=CCO,-5.03,-3.286,"10

C          0.95614        0.08055       -0.00506
C          2.29617        0.05623        0.02397
C          3.06713       -0.83768        0.93827
O          4.45530       -0.62185        0.74182
H          0.42181        0.74955       -0.67179
H          0.36690       -0.55944        0.64471
H          2.85029        0.72550       -0.62923
H          2.84751       -1.89114        0.73809
H          2.83550       -0.61270        1.98339
H          4.65694       -0.88265       -0.17208
"
530,methylsulfanylethane,CCSC,-1.5,0.386,"12

C          1.07891       -0.07270        0.06765
C          2.59744       -0.11745        0.13350
S          3.09392       -1.10249        1.58302
C          4.89194       -0.99368        1.42290
H          0.75352        0.51572       -0.79824
H          0.65273        0.39398        0.96181
H          0.65273       -1.07587       -0.03704
H          2.99544        0.89820        0.22171
H          2.99544       -0.57339       -0.77833
H          5.34835       -1.55223        2.24483
H          5.22579        0.04527        1.48645
H          5.22579       -1.43528        0.48033
"
531,pentyl acetate,CCCCCOC(=O)C,-2.51,-2.565,"23

C          1.06512       -0.00749       -0.06891
C          2.58554        0.00219       -0.07681
C          3.12234        1.11111       -0.98138
C          4.65217        1.13321       -0.99941
C          5.18422        2.24369       -1.90526
O          6.62370        2.23199       -1.89572
C          7.18936        3.19335       -2.67992
O          6.56631        4.01142       -3.34724
C          8.69034        3.14404       -2.63970
H          0.69127       -0.80439        0.58114
H          0.67106       -0.17590       -1.07633
H          0.67106        0.94554        0.29846
H          2.95118       -0.97207       -0.42147
H          2.95118        0.14408        0.94682
H          2.74262        2.07986       -0.63347
H          2.74262        0.96492       -2.00028
H          5.03748        0.16443       -1.34014
H          5.03748        1.27235        0.01807
H          4.82683        3.21483       -1.54255
H          4.82683        2.08349       -2.92947
H          9.05137        2.34444       -1.98744
H          9.07345        4.09668       -2.26243
H          9.07345        2.96586       -3.64871
"
532,"1,2,3,5-tetrachlorobenzene",c1c(cc(c(c1Cl)Cl)Cl)Cl,-1.62,0.136,"12

C         -0.69708        1.19392        0.00006
C          0.69429        1.18798        0.00042
C          1.39569       -0.01346       -0.00043
C          0.69770       -1.22530        0.00055
C         -0.70608       -1.23980        0.00039
C         -1.39647       -0.01737       -0.00101
Cl        -3.12476        0.07302       -0.00484
Cl        -1.57259       -2.74284        0.00259
Cl         1.64205       -2.67548        0.00256
Cl         1.55449        2.67685        0.00240
H         -1.23717        2.13819        0.00053
H          2.48352       -0.00832       -0.00138
"
533,1-phenylethanone,CC(=O)c1ccccc1,-4.58,-5.078,"17

C          1.01537       -0.06945        0.06439
C          2.52547       -0.04616        0.05895
O          3.18548        0.78223        0.68278
C          3.20096       -1.04780       -0.79352
C          4.01305       -0.63242       -1.85257
C          4.44332       -1.57312       -2.79153
C          4.17311       -2.92900       -2.59756
C          3.49620       -3.34948       -1.45307
C          2.96445       -2.40662       -0.57481
H          0.63698        0.71805        0.72308
H          0.63721       -1.02727        0.43053
H          0.63728        0.12018       -0.94517
H          4.28437        0.41418       -1.96845
H          4.98521       -1.25325       -3.67872
H          4.49982       -3.66048       -3.33331
H          3.36810       -4.41036       -1.25490
H          2.37833       -2.73603        0.27804
"
534,chloroethane,CCCl,-0.63,0.775,"8

C          0.93846       -0.03690        0.06832
C          2.45279       -0.03640        0.06834
Cl         3.07585       -1.69836       -0.01077
H          0.56094        0.98936        0.11716
H          0.54215       -0.58292        0.93074
H          0.54215       -0.49854       -0.84207
H          2.84090        0.42657        0.97998
H          2.84090        0.51107       -0.79520
"
535,propylcyclopentane,CCCC1CCCC1,2.13,2.102,"24

C          0.89246        0.00226        0.09962
C          2.40682        0.05238        0.09245
C          3.05702       -1.15127        0.77671
C          4.59912       -1.10071        0.81279
C          5.26401       -0.04895       -0.08061
C          6.64943        0.12162        0.50977
C          6.43400        0.00792        2.01228
C          5.15612       -0.80618        2.21260
H          0.49736        0.87779       -0.42649
H          0.50622        0.01742        1.12243
H          0.52411       -0.89468       -0.40621
H          2.71606        0.97601        0.59505
H          2.74163        0.10370       -0.95034
H          2.75169       -2.06210        0.24400
H          2.65779       -1.25996        1.79337
H          4.97388       -2.09061        0.51934
H          4.76223        0.91826       -0.03432
H          5.29591       -0.36588       -1.12997
H          7.07977        1.09343        0.23695
H          7.32052       -0.66089        0.15150
H          6.30381        1.00068        2.45488
H          7.29747       -0.45718        2.50071
H          4.44860       -0.23658        2.82532
H          5.36608       -1.74041        2.74702
"
536,"1,3,5-trichlorobenzene",c1c(cc(cc1Cl)Cl)Cl,-0.78,0.326,"12

C         -0.69079        1.21190        0.00017
C          0.70274        1.20217        0.00050
C          1.40601       -0.00067       -0.00039
C          0.70125       -1.20264        0.00050
C         -0.69229       -1.21065        0.00017
C         -1.38066        0.00105       -0.00102
Cl        -3.10139        0.00212       -0.00469
Cl         1.56181       -2.69260        0.00252
Cl         1.56512        2.69107        0.00251
H         -1.23350        2.15342        0.00069
H          2.49279       -0.00134       -0.00142
H         -1.23616       -2.15151        0.00070
"
537,propyl paraben,CCCOC(=O)c1ccc(cc1)O,-9.37,-8.945,"25

C          1.10556       -0.01405       -0.07476
C          2.62933       -0.01366       -0.09598
C          3.18602       -0.08016       -1.51947
O          4.63230       -0.05994       -1.48636
C          5.21706       -0.16350       -2.71129
O          4.61274       -0.26993       -3.77440
C          6.71011       -0.14089       -2.65106
C          7.41448        0.55327       -1.65805
C          8.80449        0.73322       -1.77075
C          9.50051        0.12031       -2.80888
C          8.83143       -0.67980       -3.72536
C          7.43420       -0.76147       -3.68306
O         10.84374        0.28691       -2.97711
H          0.73446        0.03576        0.95486
H          0.70361       -0.92437       -0.53163
H          0.70263        0.84734       -0.61756
H          3.00309       -0.86312        0.48764
H          3.00180        0.88744        0.40486
H          2.82593        0.78342       -2.09202
H          2.83864       -1.00215       -2.00270
H          6.88990        0.98919       -0.81267
H          9.32321        1.35574       -1.04746
H          9.39257       -1.21425       -4.48794
H          6.91398       -1.30495       -4.46935
H         11.16516        0.97150       -2.36714
"
538,3-chlorophenol,c1cc(cc(c1)Cl)O,-6.62,-5.018,"13

C         -0.74028        1.16665        0.02362
C          0.65383        1.24057       -0.01548
C          1.40269        0.06894       -0.02230
C          0.78539       -1.17785        0.01813
C         -0.60596       -1.24410       -0.01814
C         -1.37121       -0.07977       -0.01250
Cl        -1.38445       -2.77707       -0.10291
O          2.76499        0.09620       -0.08628
H         -1.33463        2.07439        0.06927
H          1.13277        2.21597       -0.03721
H          1.38572       -2.07945        0.05589
H         -2.45686       -0.13387       -0.03958
H          3.05026        1.00704       -0.27040
"
539,3-methylbutan-1-ol,CC(C)CCO,-4.42,-3.237,"18

C          0.90368       -0.03786       -0.02888
C          2.43322       -0.07388       -0.02170
C          2.91111       -1.36382        0.64709
C          2.97447        0.06295       -1.45345
C          4.49830        0.09245       -1.51633
O          4.92051        0.23748       -2.86589
H          0.50978       -0.10744        0.99084
H          0.49087       -0.87159       -0.60735
H          0.53428        0.89516       -0.46686
H          2.79033        0.77778        0.57131
H          2.59692       -2.24213        0.07301
H          2.50378       -1.45234        1.65904
H          4.00065       -1.39034        0.73958
H          2.58632        0.98263       -1.91176
H          2.59952       -0.75509       -2.08213
H          4.94280       -0.82879       -1.13042
H          4.89342        0.93352       -0.93903
H          4.62284       -0.55229       -3.34507
"
540,pentan-1-amine,CCCCCN,-4.09,-2.835,"19

C          0.91802        0.05407       -0.03087
C          2.43731        0.06401       -0.03977
C          2.97281        1.13021       -0.99261
C          4.50073        1.14428       -1.00595
C          5.02594        2.21131       -1.96290
N          6.48317        2.20524       -1.96890
H          0.54667       -0.71336        0.65474
H          0.52351       -0.15988       -1.02937
H          0.52352        1.02225        0.29378
H          2.80452       -0.92416       -0.34050
H          2.80462        0.25205        0.97585
H          2.59851        2.11582       -0.68971
H          2.59779        0.93988       -2.00572
H          4.87350        0.15710       -1.30724
H          4.87338        1.33470        0.00849
H          4.66651        3.20123       -1.66065
H          4.66141        2.01951       -2.97762
H          6.82986        2.41872       -1.03527
H          6.82106        2.94993       -2.57771
"
541,terbacil,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-11.14,-13.769,"27

C          1.01382        0.00374        0.04294
C          2.50184        0.15147        0.04309
C          3.13929        1.32558        0.04489
C          4.61942        1.34288        0.04491
O          5.18451        2.44074        0.04150
N          5.28857        0.11367        0.04936
C          4.59025       -1.09091        0.04692
O          5.05898       -2.22926        0.04879
N          3.22705       -1.00725        0.04222
H          2.76574       -1.91239        0.04027
C          6.78934        0.16800        0.05566
C          7.30303        0.90041       -1.20804
C          7.29115        0.90397        1.32212
C          7.47271       -1.21608        0.06075
Cl         2.34205        2.85666        0.04713
H          0.49911        0.96716        0.04432
H          0.68652       -0.53805        0.93505
H          0.68623       -0.53587       -0.85034
H          6.96604        1.93803       -1.27493
H          6.95567        0.39510       -2.11622
H          8.39736        0.93497       -1.22817
H          6.95247        1.94146        1.38316
H          8.38522        0.93925        1.35221
H          6.93591        0.40074        2.22844
H          7.20360       -1.79069       -0.83308
H          7.19514       -1.78841        0.95346
H          8.56416       -1.13198        0.06571
"
542,"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,2.93,2.97,"29

C          0.99554       -0.06144       -0.04593
C          2.52620       -0.01990       -0.04320
C          3.00774        1.41709        0.15805
C          3.03859       -0.95055        1.06414
C          4.56792       -1.03498        1.14349
C          5.09350       -1.95186        2.27532
C          4.62256       -1.44060        3.64800
C          4.61942       -3.39835        2.06528
C          6.63271       -1.92394        2.24546
H          0.58830        0.56918       -0.84213
H          0.58990        0.28893        0.90885
H          0.63467       -1.08375       -0.20714
H          2.88692       -0.38320       -1.01098
H          2.70320        1.80047        1.13660
H          2.59726        2.07598       -0.61342
H          4.09769        1.48796        0.09070
H          2.62820       -1.95154        0.88154
H          2.63013       -0.60890        2.01866
H          4.98452       -0.03302        1.30441
H          4.95551       -1.37925        0.17675
H          3.53325       -1.47752        3.74904
H          4.93669       -0.40213        3.80747
H          5.03730       -2.04527        4.46073
H          3.52958       -3.48355        2.12159
H          5.03141       -4.06485        2.83018
H          4.93416       -3.77454        1.08539
H          7.01293       -0.90726        2.39922
H          7.01758       -2.28111        1.28399
H          7.05465       -2.55895        3.03225
"
543,2-butoxyethanol,CCCCOCCO,-6.25,-3.85,"22

C          0.89387       -0.00311        0.05054
C          2.41128       -0.00252        0.06213
C          2.95709        0.06716        1.48485
C          4.47777        0.06621        1.47260
O          4.95720        0.12358        2.81423
C          6.38209        0.13831        2.83438
C          6.88587        0.20364        4.26948
O          8.30966        0.20922        4.29850
H          0.52370       -0.05393       -0.97784
H          0.50044        0.90838        0.51121
H          0.50047       -0.86480        0.59877
H          2.77779        0.85197       -0.51910
H          2.77760       -0.91001       -0.43246
H          2.59297       -0.78071        2.07833
H          2.59367        0.96948        1.99230
H          4.84821        0.93456        0.91545
H          4.84785       -0.84854        0.99527
H          6.75810        1.00116        2.27176
H          6.76780       -0.76725        2.35066
H          6.51998       -0.64798        4.85280
H          6.52221        1.11118        4.76149
H          8.61194       -0.61940        3.89238
"
544,endrin,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-4.82,-5.179,"27

C          1.03058       -0.00517        1.28417
C          0.87100       -1.08555        0.17549
H          0.90824       -2.10605        0.54172
C         -0.45911       -0.72484       -0.63870
H         -0.37348       -1.08338       -1.67494
C         -0.46136        0.82653       -0.59003
H         -0.35860        1.24116       -1.60340
C          0.86549        1.16449        0.28761
H          0.86717        2.15922        0.72385
C          2.13461        0.82874       -0.50019
H          3.06130        1.23207       -0.05264
C          2.10227       -0.67539       -0.63880
H          3.00376       -1.27076       -0.44223
O          2.01891        0.19836       -1.73226
C         -1.88339        1.13558        0.06650
C         -1.70569        0.68051        1.48685
C         -1.68913       -0.68648        1.46134
C         -1.86140       -1.09508        0.02400
C         -2.93089        0.01174       -0.19461
Cl        -4.07126        0.03086       -1.54962
Cl        -4.36457       -0.04560        1.28096
Cl        -2.40855       -2.68627       -0.43903
Cl        -1.49798       -1.84175        2.67994
Cl        -1.54256        1.79492        2.74467
Cl        -2.45851        2.72615       -0.35889
H          2.02092       -0.02949        1.76416
H          0.38015       -0.02659        2.14531
"
545,benzamide,c1ccc(cc1)C(=O)N,-11.0,-10.412,"16

C         -1.38010       -0.07096       -0.01916
C         -0.73793        1.16391        0.04104
C          0.65656        1.22769       -0.02366
C          1.42065        0.05191       -0.03664
C          0.76415       -1.18236        0.04696
C         -0.62961       -1.24337       -0.01157
C          2.90123        0.16384       -0.18375
O          3.45446        1.25291       -0.31974
N          3.64228       -0.98469       -0.19923
H         -2.46509       -0.12131       -0.06309
H         -1.32219        2.07729        0.11951
H          1.14446        2.20001       -0.06977
H          1.30665       -2.11430        0.14388
H         -1.12729       -2.20902       -0.04992
H          3.26705       -1.91688       -0.13420
H          4.63944       -0.89106       -0.34076
"
546,2-nitropropane,CC(C)[N+](=O)[O-],-3.13,-1.741,"13

C          1.06762        0.06362        0.03474
C          2.59129        0.06990        0.01498
C          3.11494       -0.54498       -1.27667
N          3.12545        1.48653        0.12710
O          2.31710        2.42138        0.18273
O          4.35746        1.61092        0.17650
H          0.68739       -0.96090       -0.03813
H          0.65394        0.63066       -0.80756
H          0.67717        0.49928        0.96049
H          2.98460       -0.46358        0.88796
H          2.77284        0.01713       -2.15278
H          2.76157       -1.57698       -1.37807
H          4.20959       -0.56812       -1.30090
"
547,glycerol,C(C(CO)O)O,-13.43,-10.14,"14

C          1.06550        0.05164        0.08675
C          0.55298       -1.15646       -0.71263
C          1.06465       -2.48403       -0.13652
O          2.48813       -2.53287       -0.11020
O         -0.87453       -1.16325       -0.74912
O          2.48561        0.12928        0.10588
H          0.70281        0.01426        1.11972
H          0.67976        0.97912       -0.34895
H          0.91630       -1.06627       -1.74290
H          0.68854       -3.33293       -0.71741
H          0.70123       -2.61678        0.88838
H          2.79453       -2.45586       -1.03389
H         -1.20290       -1.21166        0.16416
H          2.81413       -0.73559        0.43062
"
548,1-iodopropane,CCCI,-0.53,-0.443,"11

C          1.04615       -0.08393        0.03908
C          2.56718       -0.06941        0.04280
C          3.10357        1.31553        0.39805
I          5.24015        1.32277        0.39991
H          0.67641       -1.08191       -0.21691
H          0.64953        0.62423       -0.69533
H          0.64953        0.18329        1.02368
H          2.92907       -0.37609       -0.94594
H          2.92907       -0.81415        0.76185
H          2.73834        1.61678        1.38623
H          2.73834        2.05524       -0.32310
"
549,2-methoxyethanamine,COCCN,-6.55,-5.027,"14

C          0.95802        0.08314       -0.03718
O          2.38066        0.10974       -0.02019
C          2.85711        0.99014        0.99890
C          4.38738        0.99602        1.00548
N          4.90918        1.89802        2.03287
H          0.63066       -0.60706       -0.81872
H          0.56269        1.07905       -0.26031
H          0.57072       -0.26686        0.92489
H          2.48133        0.65569        1.97304
H          2.48249        2.00143        0.80078
H          4.76306        1.29698        0.02051
H          4.76020       -0.01915        1.18155
H          4.60886        2.85015        1.83169
H          5.92803        1.90455        1.98521
"
550,"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,-1.43,-0.091,"8

C          1.04240       -0.10835       -0.00690
C          0.52933       -1.31191       -0.80909
Cl         1.06029       -1.24129       -2.51825
Cl         1.06029       -2.86230       -0.08625
Cl        -1.27114       -1.28785       -0.79306
Cl         2.82659        0.01898        0.07799
H          0.68591       -0.14741        1.02842
H          0.68592        0.83219       -0.44129
"
551,methyl propanoate,CCC(=O)OC,-2.93,-3.652,"14

C          0.98368        0.04356       -0.07248
C          2.50482        0.11933       -0.09590
C          2.95693        1.49999       -0.52261
O          2.20079        2.42163       -0.80746
O          4.31697        1.58712       -0.54954
C          4.79709        2.87761       -0.94839
H          0.63906       -0.94832        0.23408
H          0.56961        0.25797       -1.06398
H          0.56961        0.78002        0.62514
H          2.89349       -0.62468       -0.79957
H          2.89349       -0.09790        0.90486
H          5.89082        2.86080       -0.94319
H          4.46346        3.64842       -0.24509
H          4.46346        3.11718       -1.96395
"
552,cyclopentane,C1CCCC1,1.2,1.648,"15

C         -0.77792       -0.98586       -0.19976
C         -1.17814        0.40682        0.25582
C         -0.00030        1.26294       -0.17709
C          1.22141        0.38694        0.07454
C          0.71993       -1.05708        0.07124
H         -0.96846       -1.10036       -1.27309
H         -1.33093       -1.77015        0.32612
H         -1.28979        0.43454        1.34546
H         -2.11876        0.73668       -0.19536
H          0.04936        2.20878        0.37103
H         -0.07729        1.49639       -1.24531
H          1.66809        0.62256        1.04719
H          1.99084        0.55172       -0.68685
H          0.91000       -1.51751        1.04750
H          1.23221       -1.66449       -0.68202
"
553,3-ethylpyridine,CCc1cccnc1,-4.59,-2.965,"17

C          1.01463       -0.13744       -0.01433
C          2.54020       -0.09752       -0.04473
C          2.99974        1.03922       -0.91413
C          2.85102        2.36051       -0.49299
C          3.09441        3.40159       -1.38107
C          3.45957        3.07550       -2.67767
N          3.68761        1.81590       -3.10047
C          3.47541        0.82413       -2.20455
H          0.65901       -0.95681        0.61607
H          0.60509       -0.27540       -1.02180
H          0.59862        0.79612        0.38227
H          2.92611       -1.05355       -0.41692
H          2.93408        0.03035        0.97027
H          2.50360        2.58219        0.51390
H          2.97148        4.43286       -1.07948
H          3.57099        3.84750       -3.43353
H          3.68459       -0.17398       -2.57517
"
554,"3,5-dimethylpyridine",Cc1cc(cnc1)C,-4.84,-2.869,"17

C          1.03097       -0.02737        0.09101
C          2.52421        0.02015        0.09178
C          3.20635        1.23763        0.09212
C          4.60028        1.26035        0.09263
C          5.26339        0.03847        0.09526
N          4.63878       -1.16122        0.09446
C          3.28757       -1.14202        0.09184
C          5.35304        2.55144        0.08872
H          0.60446        0.98188        0.09225
H          0.66577       -0.54344        0.98414
H          0.66638       -0.54120       -0.80364
H          2.64821        2.17091        0.09145
H          6.34847       -0.01445        0.09766
H          2.82044       -2.12382        0.08962
H          4.66907        3.40727        0.08530
H          5.97977        2.62253       -0.80537
H          5.97983        2.62897        0.98214
"
555,2-methoxyethanol,COCCO,-6.619999999999999,-4.686,"13

C          0.89082       -0.00055       -0.03085
O          2.31293        0.00314       -0.05754
C          2.80164        0.66329       -1.22164
C          4.32583        0.65861       -1.22382
O          4.82810        1.30902       -2.38678
H          0.56097       -0.50461        0.88112
H          0.49683       -0.54480       -0.89469
H          0.50577        1.02389       -0.02470
H          2.43634        1.69665       -1.25156
H          2.43204        0.15321       -2.11926
H          4.71570       -0.36446       -1.19079
H          4.71166        1.17735       -0.34034
H          4.51261        0.81014       -3.15843
"
556,methyl formate,COC=O,-2.78,-4.028,"8

C          0.95267        0.05998       -0.03780
O          2.38010        0.03439        0.02627
C          3.04474        0.47051       -1.06555
O          4.26468        0.50296       -1.14679
H          0.57330       -0.32067        0.91513
H          0.58791       -0.58968       -0.83929
H          0.58791        1.08305       -0.17112
H          2.37991        0.79568       -1.87960
"
557,naphthalen-2-amine,c1ccc2cc(ccc2c1)N,-7.47,-8.003,"20

C          2.40837        0.73063       -0.02360
C          2.43113       -0.66286       -0.05582
C          1.23907       -1.38152        0.02229
C          0.00791       -0.71772        0.09479
C         -1.20398       -1.42223        0.11705
C         -2.42780       -0.75948        0.01260
C         -2.42521        0.63013       -0.11791
C         -1.24657        1.35642        0.05638
C         -0.01529        0.69828        0.09904
C          1.19264        1.40640        0.07106
N         -3.60425       -1.48903       -0.19689
H          3.33587        1.29102       -0.09592
H          3.37581       -1.18954       -0.15412
H          1.27280       -2.46918       -0.02129
H         -1.19006       -2.50900        0.17403
H         -3.34016        1.16275       -0.35870
H         -1.29443        2.44301        0.09634
H          1.19091        2.49539        0.06828
H         -3.59677       -2.40081        0.25086
H         -4.45186       -0.96888        0.00368
"
558,4-methyl-1H-imidazole,Cc1c[nH]cn1,-10.27,-8.205,"12

C          0.94648        0.05359       -0.00491
C          2.42411        0.10555       -0.00297
C          3.24597        1.21167       -0.00320
N          4.51833        0.71512        0.00557
H          5.37391        1.25327        0.01110
C          4.42857       -0.64705        0.00719
N          3.17671       -1.04566        0.00187
H          0.52208        1.06281       -0.00489
H          0.57989       -0.46893        0.88371
H          0.58111       -0.46893       -0.89395
H          3.03536        2.27104       -0.00664
H          5.30023       -1.28741        0.01307
"
559,1-methyl-3-nitro-benzene,Cc1cccc(c1)[N+](=O)[O-],-3.45,-3.278,"17

C          0.95743        0.02751        0.10278
C          2.45794        0.00535        0.08772
C          3.18968        1.19845        0.02836
C          4.58317        1.17574       -0.05526
C          5.25402       -0.03907       -0.18992
C          4.52735       -1.23455       -0.12641
C          3.14203       -1.21762        0.08439
N          5.21556       -2.51241       -0.34858
O          6.42345       -2.48007       -0.61502
O          4.53878       -3.55162       -0.28048
H          0.57213        1.05001        0.02883
H          0.57337       -0.41934        1.02356
H          0.57217       -0.52829       -0.75962
H          2.67568        2.15816        0.03492
H          5.14189        2.10866       -0.04467
H          6.32946       -0.03691       -0.35138
H          2.58588       -2.14524        0.21012
"
560,"1,4-dichlorobutane",C(CCCl)CCl,-2.32,-0.404,"14

C          0.95262        0.06003        0.05020
C          0.41465        0.63954        1.35936
C         -1.10844        0.64455        1.37070
Cl        -1.71114        1.32161        2.90024
C          2.47571        0.05501        0.03886
Cl         3.07841       -0.62205       -1.49068
H          0.57598        0.65203       -0.79314
H          0.57598       -0.96228       -0.07856
H          0.79129        1.66184        1.48812
H          0.79129        0.04753        2.20270
H         -1.50755       -0.36962        1.27501
H         -1.50755        1.25557        0.55561
H          2.87482       -0.55601        0.85395
H          2.87482        1.06919        0.13455
"
561,nitroxyacetone,CC(=O)CO[N+](=O)[O-],-5.99,-5.362,"13

C          1.15228        0.04855       -0.02691
C          2.65957       -0.00749       -0.02980
O          3.23470       -1.09604       -0.08603
C          3.41901        1.31331        0.03842
O          4.80442        0.99056        0.02175
N          5.64306        2.11918        0.08004
O          5.09890        3.22125        0.13697
O          6.83875        1.82749        0.06498
H          0.75722       -0.97222       -0.07963
H          0.79108        0.60003       -0.89773
H          0.79108        0.50738        0.89610
H          3.14664        1.81961        0.97157
H          3.14664        1.91306       -0.83760
"
562,tert-butylbenzene,CC(C)(C)c1ccccc1,-0.44,-0.803,"24

C          1.06390        0.08527        0.02643
C          2.60725        0.05420        0.05349
C          3.12725       -0.32004       -1.35192
C          3.10175        1.48037        0.37345
C          3.08150       -0.99046        1.07477
C          3.96332       -0.68389        2.12696
C          4.42420       -1.68115        2.99204
C          3.95298       -2.98159        2.87499
C          3.02287       -3.29401        1.88900
C          2.62795       -2.31685        0.97499
H          0.69367        0.82940       -0.68705
H          0.65894        0.33045        1.01507
H          0.63424       -0.87754       -0.27190
H          2.78850        0.40339       -2.10304
H          2.77486       -1.30635       -1.67446
H          4.22323       -0.34019       -1.37894
H          2.73873        2.20517       -0.36333
H          4.19719        1.53549        0.36755
H          2.75141        1.81103        1.35847
H          4.31538        0.32767        2.30064
H          5.14951       -1.43093        3.76328
H          4.30409       -3.75420        3.55307
H          2.60756       -4.29349        1.82159
H          1.94856       -2.61061        0.17721
"
563,methyl hexanoate,CCCCCC(=O)OC,-2.49,-3.299,"23

C          1.06473        0.03420       -0.05747
C          2.58283        0.01784       -0.06381
C          3.11050       -1.32015       -0.58269
C          4.63499       -1.33317       -0.58773
C          5.21101       -2.65528       -1.10045
C          6.72497       -2.60161       -1.07964
O          7.38203       -1.63707       -0.70559
O          7.26445       -3.76839       -1.53212
C          8.69750       -3.76878       -1.53227
H          0.69439        0.99390        0.31470
H          0.67147       -0.75846        0.58684
H          0.67147       -0.11682       -1.06773
H          2.95244        0.19885        0.95269
H          2.95244        0.83686       -0.69250
H          2.73447       -1.49460       -1.59781
H          2.73447       -2.13340        0.04941
H          5.00262       -1.14535        0.42919
H          5.00262       -0.50884       -1.21215
H          4.87144       -2.83435       -2.12682
H          4.87144       -3.47952       -0.46316
H          9.04589       -4.73536       -1.90711
H          9.08399       -3.63592       -0.51588
H          9.08399       -2.98540       -2.19334
"
564,"1,1,1-trifluoropropan-2-ol",C[C@@H](C(F)(F)F)O,-4.16,-3.518,"12

C          0.94906       -0.03650       -0.07756
C          2.47246       -0.05990       -0.09237
H          2.85514        0.58965        0.70286
C          2.99398       -1.48597        0.14682
F          2.56979       -2.34758       -0.80380
F          4.34520       -1.52263        0.17263
F          2.56058       -1.95635        1.34206
O          2.92595        0.49030       -1.34068
H          0.55491       -0.40307        0.87525
H          0.54288       -0.65463       -0.88563
H          0.57526        0.98008       -0.23937
H          2.57406        1.39456       -1.41695
"
565,1-bromo-pentane,CCCCCBr,-0.1,0.824,"17

C          1.06327       -0.05278       -0.04865
C          2.58347       -0.04535       -0.03644
C          3.11915        0.69836        1.18575
C          4.64742        0.71176        1.20777
C          5.15822        1.45546        2.42994
Br         7.10364        1.45960        2.43673
H          0.69263       -0.58812       -0.92841
H          0.66763        0.96732       -0.07869
H          0.66763       -0.54825        0.84354
H          2.95015        0.42982       -0.95346
H          2.95015       -1.07817       -0.03584
H          2.74347        0.22128        2.09904
H          2.74347        1.72875        1.18174
H          5.02455        1.18598        0.29316
H          5.02456       -0.31847        1.20863
H          4.84193        0.97664        3.36068
H          4.84193        2.50214        2.43241
"
566,oct-1-ene,CCCCCCC=C,1.92,2.895,"24

C          1.00079       -0.02487       -0.10354
C          2.51795       -0.03091       -0.09676
C          3.04452       -0.98190        0.97091
C          4.56737       -0.99229        0.98257
C          5.08482       -1.94601        2.05330
C          6.61003       -1.95829        2.06709
C          7.14050       -2.89033        3.11347
C          8.45269       -3.06814        3.31310
H          0.62714        0.65854       -0.87080
H          0.61026        0.29903        0.86651
H          0.61026       -1.02578       -0.31352
H          2.88780        0.98378        0.09148
H          2.88780       -0.33480       -1.08300
H          2.67028       -1.99573        0.78229
H          2.67028       -0.67774        1.95626
H          4.94404        0.02006        1.17351
H          4.94404       -1.29859       -0.00104
H          4.70326       -2.95708        1.86141
H          4.70326       -1.63892        3.03553
H          6.97774       -0.94326        2.26116
H          6.97775       -2.26801        1.08118
H          6.43120       -3.43878        3.72922
H          9.18743       -2.53691        2.71670
H          8.81168       -3.74856        4.07700
"
567,6-isopropyl-3-methyl-1-cyclohex-2-enone,CC1=CC(=O)[C@@H](CC1)C(C)C,-4.51,-3.825,"27

C          0.84048       -0.03724        0.01337
C          2.33206       -0.00103        0.03686
C          2.98916        1.16214        0.03782
C          4.45068        1.22005        0.09448
O          4.95756        2.33928        0.23024
C          5.27817       -0.05782        0.00522
H          5.91165       -0.03793        0.90552
C          4.48527       -1.37004        0.04512
C          2.97800       -1.33980        0.05702
C          6.17726       -0.05536       -1.25748
C          7.14531        1.12649       -1.26043
C          7.01210       -1.34570       -1.37571
H          0.41228        0.96817        0.01008
H          0.47699       -0.56518        0.89987
H          0.49651       -0.56330       -0.88217
H          2.48666        2.12300        0.02329
H          4.86386       -1.98388        0.87305
H          4.69412       -1.96596       -0.84404
H          2.63017       -1.92063        0.91754
H          2.63867       -1.88428       -0.83670
H          5.52766        0.02718       -2.14009
H          7.76043        1.11453       -0.35469
H          6.62681        2.08551       -1.31342
H          7.79992        1.08632       -2.13441
H          7.62498       -1.48528       -0.47981
H          7.65694       -1.30840       -2.25629
H          6.41807       -2.25526       -1.49974
"
568,propan-2-ol,CC(C)O,-4.74,-3.427,"12

C          0.98502       -0.04006       -0.08565
C          2.50566       -0.06409       -0.07978
C          3.03583       -1.42869        0.33222
O          2.98836        0.25735       -1.38063
H          0.58338       -0.26444        0.90727
H          0.58404       -0.76969       -0.79786
H          0.61732        0.94243       -0.39930
H          2.88278        0.69982        0.60793
H          2.70425       -2.20532       -0.36585
H          2.69738       -1.69586        1.33801
H          4.13062       -1.43647        0.31656
H          2.65825       -0.41613       -1.99859
"
